Time,Price,Mode,Side,Decision,Reason,Ind_ADX_1H,Ind_Stoch_1H,Ind_Trend_4H,Ind_EMA5m_Diff
2025-11-15 03:49:00,178.68,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.3101
2025-11-15 03:50:00,178.78,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2705
2025-11-15 03:51:00,178.77,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2705
2025-11-15 03:52:00,178.82,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2705
2025-11-15 03:53:00,178.76,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2705
2025-11-15 03:54:00,178.7,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2705
2025-11-15 03:55:00,178.86,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2778
2025-11-15 03:56:00,178.86,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2778
2025-11-15 03:57:00,178.92,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2778
2025-11-15 03:58:00,178.93,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2778
2025-11-15 03:59:00,178.93,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,60.7,100.0,BAJISTA,0.2778
2025-11-15 04:00:00,178.93,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2965
2025-11-15 04:01:00,178.93,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2965
2025-11-15 04:02:00,179.18,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2965
2025-11-15 04:03:00,179.06,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2965
2025-11-15 04:04:00,179.04,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2965
2025-11-15 04:05:00,178.89,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1826
2025-11-15 04:06:00,178.58,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1826
2025-11-15 04:07:00,178.57,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1826
2025-11-15 04:08:00,178.34,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1826
2025-11-15 04:09:00,178.34,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1826
2025-11-15 04:10:00,178.4,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1781
2025-11-15 04:11:00,178.54,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1781
2025-11-15 04:12:00,178.53,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1781
2025-11-15 04:13:00,178.65,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1781
2025-11-15 04:14:00,178.79,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.1781
2025-11-15 04:15:00,178.65,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2442
2025-11-15 04:16:00,179.12,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2442
2025-11-15 04:17:00,179.24,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2442
2025-11-15 04:18:00,179.22,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2442
2025-11-15 04:19:00,179.21,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.2442
2025-11-15 04:20:00,179.09,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.14
2025-11-15 04:21:00,178.81,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.14
2025-11-15 04:22:00,178.6,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.14
2025-11-15 04:23:00,178.52,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.14
2025-11-15 04:24:00,178.37,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.14
2025-11-15 04:25:00,178.17,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.008
2025-11-15 04:26:00,178.11,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.008
2025-11-15 04:27:00,178.06,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.008
2025-11-15 04:28:00,178.04,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.008
2025-11-15 04:29:00,178.04,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,53.8,89.2,BAJISTA,0.008
2025-11-15 04:30:00,177.99,TREND_FOLLOWING,SHORT,AUTHORIZED,Cruce EMAs 5m + Trend Alineada,53.8,89.2,BAJISTA,-0.1113
2025-11-16 16:11:00,172.56,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.703
2025-11-16 16:12:00,172.39,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.703
2025-11-16 16:13:00,172.14,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.703
2025-11-16 16:14:00,172.1,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.703
2025-11-16 16:15:00,172.48,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.7954
2025-11-16 16:16:00,172.55,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.7954
2025-11-16 16:17:00,172.05,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.7954
2025-11-16 16:18:00,171.93,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.7954
2025-11-16 16:19:00,172.31,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.7954
2025-11-16 16:20:00,171.92,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.9443
2025-11-16 16:21:00,171.85,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.9443
2025-11-16 16:22:00,171.87,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.9443
2025-11-16 16:23:00,171.79,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.9443
2025-11-16 16:24:00,171.62,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-1.9443
2025-11-16 16:25:00,171.42,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.055
2025-11-16 16:26:00,171.4,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.055
2025-11-16 16:27:00,171.39,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.055
2025-11-16 16:28:00,171.08,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.055
2025-11-16 16:29:00,171.36,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.055
2025-11-16 16:30:00,171.18,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.1821
2025-11-16 16:31:00,171.05,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.1821
2025-11-16 16:32:00,171.11,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.1821
2025-11-16 16:40:00,171.13,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.2116
2025-11-16 16:42:00,171.19,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.2116
2025-11-16 16:43:00,171.13,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.2116
2025-11-16 16:44:00,171.0,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.2116
2025-11-16 16:45:00,171.05,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,25.2,0.0,BAJISTA,-2.3217
2025-11-16 18:02:00,171.47,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,-0.8664
2025-11-16 18:03:00,171.54,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,-0.8664
2025-11-16 18:04:00,171.56,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,-0.8664
2025-11-16 18:05:00,171.61,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,-0.494
2025-11-16 18:06:00,171.61,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,-0.494
2025-11-16 18:07:00,171.52,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,-0.494
2025-11-16 18:08:00,171.55,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,-0.494
2025-11-16 18:09:00,171.73,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,-0.494
2025-11-16 18:10:00,172.41,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.0762
2025-11-16 18:11:00,172.93,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.0762
2025-11-16 18:12:00,173.58,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.0762
2025-11-16 18:13:00,173.58,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.0762
2025-11-16 18:14:00,173.48,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.0762
2025-11-16 18:15:00,173.59,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.5094
2025-11-16 18:16:00,173.38,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.5094
2025-11-16 18:17:00,173.6,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.5094
2025-11-16 18:18:00,173.86,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.5094
2025-11-16 18:19:00,173.71,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.5094
2025-11-16 18:20:00,173.62,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.7111
2025-11-16 18:21:00,173.12,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.7111
2025-11-16 18:22:00,173.07,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.7111
2025-11-16 18:23:00,173.29,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.7111
2025-11-16 18:24:00,173.2,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.7111
2025-11-16 18:25:00,173.07,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8043
2025-11-16 18:26:00,173.03,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8043
2025-11-16 18:27:00,173.1,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8043
2025-11-16 18:28:00,173.0,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8043
2025-11-16 18:29:00,173.01,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8043
2025-11-16 18:30:00,172.98,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8567
2025-11-16 18:31:00,172.94,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8567
2025-11-16 18:32:00,172.72,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8567
2025-11-16 18:33:00,172.79,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8567
2025-11-16 18:34:00,173.03,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.8567
2025-11-16 18:35:00,172.72,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.6568
2025-11-16 18:36:00,172.72,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.6568
2025-11-16 18:37:00,172.69,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.6568
2025-11-16 18:38:00,172.65,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.6568
2025-11-16 18:39:00,171.76,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.6568
2025-11-16 18:40:00,171.76,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.4192
2025-11-16 18:41:00,171.76,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.4192
2025-11-16 18:42:00,171.57,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.4192
2025-11-16 18:43:00,171.39,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.4192
2025-11-16 18:44:00,171.26,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.4192
2025-11-16 18:45:00,171.16,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3972
2025-11-16 18:46:00,171.73,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3972
2025-11-16 18:47:00,171.36,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3972
2025-11-16 18:48:00,171.75,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3972
2025-11-16 18:49:00,172.13,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3972
2025-11-16 18:50:00,172.75,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3934
2025-11-16 18:51:00,172.63,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3934
2025-11-16 18:52:00,171.99,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3934
2025-11-16 18:53:00,172.0,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3934
2025-11-16 18:54:00,172.24,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3934
2025-11-16 18:55:00,172.28,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3451
2025-11-16 18:56:00,172.1,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3451
2025-11-16 18:57:00,171.99,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3451
2025-11-16 18:58:00,171.96,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3451
2025-11-16 18:59:00,172.02,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,28.6,19.9,BAJISTA,0.3451
2025-11-16 19:00:00,172.09,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.35
2025-11-16 19:01:00,172.16,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.35
2025-11-16 19:02:00,172.04,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.35
2025-11-16 19:03:00,172.2,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.35
2025-11-16 19:04:00,172.28,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.35
2025-11-16 19:05:00,172.67,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4263
2025-11-16 19:06:00,172.55,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4263
2025-11-16 19:07:00,172.6,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4263
2025-11-16 19:08:00,172.67,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4263
2025-11-16 19:09:00,172.74,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4263
2025-11-16 19:10:00,174.37,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7721
2025-11-16 19:11:00,174.37,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7721
2025-11-16 19:12:00,174.37,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7721
2025-11-16 19:13:00,174.34,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7721
2025-11-16 19:14:00,174.48,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7721
2025-11-16 19:15:00,174.27,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9413
2025-11-16 19:16:00,174.53,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9413
2025-11-16 19:17:00,174.69,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9413
2025-11-16 19:18:00,174.37,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9413
2025-11-16 19:19:00,174.16,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9413
2025-11-16 19:20:00,173.73,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9139
2025-11-16 19:21:00,173.65,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9139
2025-11-16 19:22:00,173.61,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9139
2025-11-16 19:23:00,173.47,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9139
2025-11-16 19:24:00,173.43,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9139
2025-11-16 19:25:00,173.36,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9813
2025-11-16 19:26:00,173.66,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9813
2025-11-16 19:27:00,173.56,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9813
2025-11-16 19:28:00,173.92,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9813
2025-11-16 19:29:00,174.03,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9813
2025-11-16 19:30:00,173.69,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,1.0263
2025-11-16 19:31:00,173.53,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,1.0263
2025-11-16 19:32:00,173.88,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,1.0263
2025-11-16 19:33:00,174.21,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,1.0263
2025-11-16 19:34:00,174.13,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,1.0263
2025-11-16 19:35:00,173.9,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9097
2025-11-16 19:36:00,173.9,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9097
2025-11-16 19:37:00,173.9,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9097
2025-11-16 19:38:00,173.42,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9097
2025-11-16 19:39:00,173.39,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.9097
2025-11-16 19:40:00,173.3,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7924
2025-11-16 19:41:00,173.51,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7924
2025-11-16 19:42:00,173.31,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7924
2025-11-16 19:43:00,173.3,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7924
2025-11-16 19:44:00,173.28,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7924
2025-11-16 19:45:00,173.53,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7289
2025-11-16 19:46:00,173.49,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7289
2025-11-16 19:47:00,173.4,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7289
2025-11-16 19:48:00,173.55,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7289
2025-11-16 19:49:00,173.47,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.7289
2025-11-16 19:50:00,173.37,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.574
2025-11-16 19:51:00,173.29,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.574
2025-11-16 19:52:00,173.2,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.574
2025-11-16 19:53:00,172.96,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.574
2025-11-16 19:54:00,172.91,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.574
2025-11-16 19:55:00,172.88,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4245
2025-11-16 19:56:00,172.67,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4245
2025-11-16 19:57:00,172.66,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4245
2025-11-16 19:58:00,172.58,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4245
2025-11-16 19:59:00,172.73,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,31.2,18.8,BAJISTA,0.4245
2025-11-16 20:00:00,172.77,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,34.3,20.2,BAJISTA,0.3977
2025-11-16 20:01:00,172.88,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,34.3,20.2,BAJISTA,0.3977
2025-11-16 20:02:00,172.92,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,34.3,20.2,BAJISTA,0.3977
2025-11-16 20:03:00,173.03,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,34.3,20.2,BAJISTA,0.3977
2025-11-16 20:04:00,173.22,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,34.3,20.2,BAJISTA,0.3977
2025-11-16 20:05:00,173.37,SNIPER_FVG,LONG,REJECTED,FVG Contra Tendencia 4H,34.3,20.2,BAJISTA,0.4338
