timestamp,open,high,low,close,volume,RSI
2025-12-02 15:17:00,179.15,179.27,179.15,179.27,6765.0,91.12706542570487
2025-12-02 15:18:00,179.28,179.49,179.28,179.44,3381.4,91.63589543688158
2025-12-02 15:19:00,179.46,179.69,179.43,179.69,4937.9,92.33227753027046
2025-12-02 15:20:00,179.69,179.7,179.69,179.7,396.3,92.3596796641658
2025-12-02 15:21:00,179.72,179.78,179.68,179.78,1441.9,92.58788959976431
2025-12-02 15:22:00,179.78,179.91,179.78,179.91,26.3,92.95608240361967
2025-12-02 15:23:00,179.91,180.02,179.84,180.02,8239.3,93.26112120001271
2025-12-02 15:24:00,180.02,180.08,179.99,180.08,14.6,93.42829271246956
2025-12-02 15:25:00,180.09,180.1,179.91,179.91,24.9,86.85403140679679
2025-12-02 15:26:00,179.91,179.91,179.48,179.48,42.7,72.88379528949564
2025-12-02 15:27:00,179.48,179.48,179.25,179.25,15.2,66.70353613690342
2025-12-02 15:28:00,179.25,179.25,178.6,178.6,28799.8,53.02031828882004
2025-12-02 15:29:00,178.6,178.6,178.16,178.35,32761.1,48.8681352835903
2025-12-02 15:30:00,178.26,178.92,178.26,178.92,27.2,57.11452588854897
2025-12-02 15:31:00,178.92,179.56,178.16,179.56,26906.9,64.11294426511465
2025-12-02 15:32:00,179.56,179.8,179.46,179.78,1977.4,66.15741369616448
2025-12-02 15:33:00,179.78,179.78,179.73,179.73,17.1,65.24762712683221
2025-12-02 15:34:00,179.73,179.85,179.64,179.85,17.3,66.44044230247562
2025-12-02 15:35:00,179.85,179.99,179.71,179.9,3723.9,66.94946901689565
2025-12-02 15:36:00,179.95,180.12,179.95,180.12,1221.7,69.16560848960745
2025-12-02 15:37:00,180.12,180.17,180.12,180.17,1690.5,69.6634790294681
2025-12-02 15:38:00,180.17,180.2,180.17,180.2,5489.9,69.97671754149222
2025-12-02 15:39:00,180.2,180.3,180.2,180.3,6693.2,71.04977922390354
2025-12-02 15:40:00,180.3,180.42,180.3,180.42,3733.8,72.3279075063192
2025-12-02 15:41:00,180.42,180.71,180.42,180.71,9995.9,75.17977718708877
2025-12-02 15:42:00,180.72,180.87,180.72,180.87,127740.0,76.61192803690078
2025-12-02 15:43:00,180.87,182.92,180.87,182.92,948065.2,86.97886546158841
2025-12-02 15:44:00,182.92,182.95,182.85,182.85,53951.4,85.58385721803528
2025-12-02 15:45:00,182.95,182.97,182.94,182.97,8089.9,85.9984363741322
2025-12-02 15:46:00,182.97,183.2,182.97,183.13,1036.1,86.55368204923688
2025-12-02 15:47:00,183.16,183.2,183.08,183.2,18.5,86.8003059998137
2025-12-02 15:48:00,183.2,183.28,183.1,183.1,16.8,84.41823455631112
2025-12-02 15:49:00,183.06,183.34,183.06,183.34,17.0,85.4502473071814
2025-12-02 15:50:00,183.34,183.55,183.06,183.55,21.1,86.30496794453224
2025-12-02 15:51:00,183.55,183.79,183.55,183.79,136425.4,87.22837138878931
