ts,open,high,low,close,volume,RSI,STOCH_RSI,BB_UPPER,BB_LOWER,BB_MID,EMA_200,ADX
1763683200000,164.56,167.66,147.37,157.7,17740321.9,30.55512602443173,0.0,233.78696945890954,151.0770305410905,192.43200000000002,257.3872275615028,36.914201141490956
1763769600000,157.72,163.28,155.12,161.05,3061177.8,33.655204898728215,18.01807866798978,228.27528061465583,149.56971938534414,188.92249999999999,256.42864818278144,39.007286625582374
1763856000000,161.05,171.4,160.23,167.35,1572272.9,31.956521739130437,8.145101868788833,227.458974076669,147.164025923331,187.3115,255.54229347449507,39.62751176226385
1763942400000,167.36,179.7,165.63,178.47,4911828.4,29.14989939637826,0.0,227.17045473647056,146.49354526352948,186.83200000000002,254.77540498221157,41.73182591976241
1764028800000,178.47,181.04,174.37,178.87,2683691.4,35.50373511003431,36.74690925955021,225.5196151217516,145.8413848782484,185.6805,254.02012732069704,43.782937041802086
1764115200000,178.89,188.32,175.09,185.74,2682332.6,40.7522295463358,67.10116415246559,224.58836277847806,145.63663722152197,185.1125,253.3407230687498,44.60189547214426
1764201600000,185.63,187.76,181.93,185.84,944106.0,43.41197074276295,82.48356823145889,221.99139828154696,146.017601718453,184.00449999999998,252.66907408299113,44.74609059274233
1764288000000,185.84,188.82,182.43,185.18,2573899.7,57.956264612845544,100.0,220.0960549771574,146.16194502284264,183.12900000000002,251.9975410075385,41.839499503039285
1764374400000,185.22,186.45,181.33,182.04,617385.2,52.567890811875614,81.29450293197823,215.9693082482502,147.2756917517498,181.6225,251.30144607214012,39.07573642345819
1764460800000,182.04,189.63,176.96,177.35,4048464.2,53.242126264785504,83.63508095299305,205.52552246483367,152.63347753516632,179.0795,250.56561078784023,35.336050137167994
1764547200000,178.67,178.67,162.28,171.33,4499707.9,51.61646863774523,77.99168368706184,200.22449026138972,154.3085097386103,177.2665,249.7771967501503,33.482287026505944
1764633600000,171.33,190.55,167.33,189.8,7026956.6,57.09910572093593,97.02441149562453,196.46381476855186,156.5671852314482,176.51550000000003,249.18040872278561,31.392289795624468
1764720000000,189.8,190.58,189.58,189.9,279.3,59.93840626203003,100.0,194.29683729725986,157.86116270274016,176.079,248.5905539096236,29.274303872841838
