ts,open,high,low,close,volume,RSI,STOCH_RSI,BB_UPPER,BB_LOWER,BB_MID,EMA_200,ADX
1759910400000,278.38,280.97,277.14,279.86,11569.9,40.44540229885063,15.68955679784289,302.629192360833,272.0888076391671,287.35900000000004,286.8382401370206,33.9285696992312
1759924800000,279.86,283.82,277.9,278.07,33387.8,37.739374124241024,8.297594106147145,302.12413423180396,271.06186576819596,286.59299999999996,286.75099396650296,33.642155169518276
1759939200000,278.1,285.99,277.65,283.98,25574.3,43.33687566418706,23.58809364278257,301.8369603176316,270.80803968236836,286.3225,286.7234218872343,32.907867527335874
1759953600000,283.9,287.04,283.71,285.39,6477.3,37.181903864279,6.774772059416713,301.49744531093563,270.67155468906435,286.0845,286.7101540077593,31.984412781814218
1759968000000,285.4,287.04,278.85,282.09,16576.7,28.119001919385823,0.0,301.4730766866273,270.47792331337274,285.9755,286.66418232609004,31.261050494414125
1759982400000,282.09,283.68,278.9,279.56,7105.9,28.522754928206425,1.103966472146687,301.43891708162846,269.91608291837144,285.67749999999995,286.59349394473594,29.789660635012584
1759996800000,279.52,280.51,273.25,274.84,13793.199999999999,26.69095877932135,0.0,301.4709006919429,268.58409930805715,285.02750000000003,286.47654375623114,29.444769420199805
1760011200000,274.84,276.28,270.3,270.97,34950.1,26.254480286738385,0.0,301.64280327951195,266.652196720488,284.1475,286.32224978850746,30.215330006562233
1760025600000,270.92,273.23,268.73,271.79,18003.0,28.230526789734398,11.567736604461754,301.3023171423315,265.14668285766845,283.2245,286.17765028812437,32.33417007060776
1760040000000,271.85,275.39,271.19,273.52,6134.3,42.032400589101584,92.36362906804288,299.56149039991834,264.61250960008164,282.087,286.05170351908833,33.07702335596316
1760054400000,273.52,279.25,272.99,276.67,19394.9,49.85689753863771,100.0,296.2525585128067,265.5554414871933,280.904,285.95835323531634,31.768179592994578
1760068800000,276.67,278.02,273.5,273.65,11609.1,46.85314685314682,87.27354637691114,293.3214936806668,266.1305063193332,279.726,285.8358820588456,30.373708703038577
1760083200000,273.75,277.44,273.44,277.16,11961.9,52.11653386454189,100.0,290.29139762875957,267.3456023712404,278.8185,285.74955487418043,29.13125561320489
1760097600000,277.16,279.28,262.79,264.24,105806.3,35.917879210683694,37.365164737880924,288.85137968570456,265.9926203142954,277.42199999999997,285.5355294525468,29.651882177142625
1760112000000,264.17,267.32,255.99,257.89,50259.1,30.03816100308923,14.630240808093617,288.39946034824004,263.12053965175994,275.76,285.26044955749666,31.671301568473552
1760126400000,257.89,259.92,82.05,223.79,2958547.3,18.92603618044427,0.0,299.3514817099781,246.654518290022,273.00300000000004,284.64880329324296,36.896089291646796
1760140800000,223.53,234.44,216.74,227.69,647001.2,17.016289698816365,0.0,303.6875835862859,237.4104164137141,270.549,284.0820490316186,42.602867190670715
1760155200000,227.68,235.81,226.82,231.57,99288.4,19.35079726651483,6.650972445308663,305.6245027851137,231.03149721488637,268.32800000000003,283.5595410810553,47.02293250664285
1760169600000,231.57,243.71,230.86,241.59,165494.0,28.57596275920443,32.93331238896561,305.6057031201446,227.6632968798554,266.6345,283.1419337071144,49.53843647038338
1760184000000,241.59,243.6,232.67,238.76,94939.6,28.48555157139846,32.675732449125036,305.11165266235,224.19634733765,264.654,282.70032242644663,51.95574139901732
1760198400000,238.76,241.27,229.49,231.29,80725.5,27.68268935123504,30.388391607925442,304.62431998109685,219.8266800189031,262.22549999999995,282.18877692966606,54.074353789383
1760212800000,231.19,234.17,223.01,234.11,190299.8,30.905511811023644,39.57015810667705,303.5117833676719,216.54321663232815,260.02750000000003,281.7103811393211,56.26526730735179
1760227200000,234.05,234.22,225.37,229.27,113586.6,28.854187388104265,33.72596963541154,301.3119383533367,213.27206164666336,257.29200000000003,281.1885863021139,58.564514606599104
1760241600000,229.27,233.7,229.02,233.55,47761.3,30.61402657871767,38.739721626150796,297.85004860642476,211.5499513935752,254.7,280.71457051801326,63.000681236524265
1760256000000,233.49,234.64,228.64,229.2,44905.0,27.2413462460447,29.131012590541566,294.6164707422927,209.4945292577073,252.0555,280.20198772678924,68.96303856206269
1760270400000,229.16,244.8,227.7,244.8,241053.0,37.65722597758196,58.80567719503481,290.9443098544218,209.6906901455782,250.31750000000002,279.8497291424431,74.45755452177268
1760284800000,244.81,255.51,244.66,254.47,114956.79999999999,40.77867186864992,100.0,288.3271878700643,210.2708121299358,249.29900000000004,279.59719452411036,79.50953729657081
1760299200000,254.56,255.51,248.83,250.87,87065.0,44.12100958578841,100.0,285.9847993240285,210.60320067597152,248.294,279.3113517925272,82.69269905583216
1760313600000,250.82,252.57,247.11,248.17,77982.4,45.58422678538979,100.0,283.14775170618344,211.07824829381656,247.113,279.0014875955867,84.50803153663631
1760328000000,248.17,255.32,246.71,252.64,63005.6,67.93485018028096,100.0,280.0327893242661,212.10521067573393,246.06900000000002,278.73918423642664,81.52799090408153
1760342400000,252.64,254.94,243.96,247.72,102276.9,62.29588704726825,88.39338672913613,275.4135347014062,213.82946529859382,244.62150000000003,278.4305356370592,77.79646684770125
1760356800000,247.72,253.5,246.37,252.25,192796.2,62.59439707673568,86.8763989648671,271.4473659642376,215.6556340357624,243.55149999999998,278.17003279489944,73.96210780808836
1760371200000,252.25,261.0,250.91,260.33,99005.3,61.68912175648701,84.6517802107002,267.1368023630638,218.28319763693614,242.70999999999998,277.9925200307711,70.60368609707167
1760385600000,260.31,262.69,259.61,260.99,17578.3,64.25182715732785,90.94935882418692,266.4079079684532,218.68709203154683,242.54749999999999,277.82334072698234,67.39918811359513
1760400000000,260.93,262.98,253.4,254.21,49404.3,64.82535575679172,92.35874495223018,265.7783403458367,218.94865965416327,242.3635,277.58838211278356,63.60729242814851
1760414400000,254.23,255.34,240.51,242.9,148182.8,55.12297470567664,68.51616539261582,265.04099166985463,221.5970083301454,243.31900000000002,277.2432240818106,58.74022620727431
1760428800000,242.84,245.57,238.83,244.66,73395.7,59.30359085963001,78.78958928039299,264.6068684885443,223.72813151145573,244.16750000000002,276.91901289691697,53.63886576693083
1760443200000,244.7,250.78,239.1,250.78,153221.5,60.18923713778828,80.96597173099134,264.86828165959065,225.38771834040932,245.128,276.6589232163506,48.899787314839486
1760457600000,250.78,255.0,247.98,251.42,148910.1,63.74319643740722,86.15593576691501,265.4780222061084,225.76097779389167,245.61950000000002,276.40778965200883,44.24851550603203
1760472000000,251.51,256.34,250.48,255.26,16010.1,57.5709322524609,61.83587466215311,266.4733649335475,226.41563506645252,246.4445,276.19736388432716,39.41714204202729
1760486400000,255.13,256.34,251.25,252.19,43428.1,48.17541613316261,17.02542070560372,266.33513160327317,228.64386839672682,247.4895,275.95848464169705,34.567962178464406
1760500800000,252.31,256.24,251.46,256.15,34040.200000000004,54.20114576702735,38.553371999490565,266.7063665610953,230.47663343890468,248.5915,275.7613852920284,29.810864016068145
1760515200000,256.15,261.92,252.61,253.55,96504.4,54.287535862288834,30.932665958707446,265.5701860185394,234.0408139814606,249.8055,275.54037648315256,25.39119997776004
1760529600000,253.55,254.74,242.07,243.0,100714.9,42.9962220284801,0.0,264.4803253840969,236.07567461590304,250.27799999999996,275.2165916425242,22.848733370091853
1760544000000,243.02,244.53,239.27,240.65,43266.8,44.66415094339622,7.640838778466409,262.0892009457207,239.61179905427932,250.8505,274.8726454570264,20.923935558518448
1760558400000,240.68,242.47,237.78,242.12,71805.0,41.984491216964706,0.0,262.317034062115,239.115965937885,250.7165,274.54674848730474,19.271743968822047
1760572800000,242.1,243.43,239.79,239.79,17781.7,32.12047353760444,0.0,262.4111881638272,237.55381183617277,249.9825,274.2009101938988,18.649830785816842
1760587200000,239.81,242.7,238.71,241.15,45029.6,32.937736498107995,2.4989020141588645,262.5247676878909,236.46823231210905,249.49649999999997,273.87204541585004,18.264023122795376
1760601600000,241.17,245.05,234.26,243.82,124965.90000000001,40.38497131223392,26.13468106720508,262.5436088680001,236.0143911319999,249.279,273.57302008832914,18.32262181201177
1760616000000,243.82,245.34,235.65,235.7,142966.4,42.91896144767897,34.147875071636776,262.90161622449557,233.96238377550446,248.43200000000002,273.196174117301,17.829005176186488
1760630400000,235.7,239.19,230.9,232.55,155345.9,38.40704575914225,19.87992065533679,263.79625968933277,231.55074031066724,247.67350000000002,272.79173457384525,18.03630948210945
1760644800000,232.55,233.8,222.74,223.04,48111.4,25.06292700467455,0.0,265.5598877954154,226.8661122045846,246.21300000000002,272.29669243878215,19.754811253659817
1760659200000,223.0,226.73,222.09,222.74,68652.2,24.059334298118657,0.0,265.15341180020687,223.51358819979313,244.33350000000002,271.8035910214809,22.299261066794564
1760673600000,222.81,222.89,208.7,208.7,120385.0,14.447159437996305,0.0,266.4898299586848,216.9481700413152,241.719,271.1756945934065,26.622229459939103
1760688000000,208.7,212.01,202.99,209.98,323461.2,16.862929816297665,6.063623376882435,267.29653977432326,211.71846022567678,239.50750000000002,270.5667822093925,31.735419022669948
1760702400000,209.99,211.19,200.44,205.14,258457.9,10.500232306024458,0.0,269.2968905590651,205.94210944093481,237.61949999999996,269.9157694510901,36.91598473218978
1760716800000,205.14,207.97,201.32,202.79,144829.6,10.541044776119406,0.11946074022756864,270.5967305763348,200.4552694236652,235.52599999999998,269.2478513470992,43.07595516761527
1760731200000,202.91,209.42,202.0,206.4,70346.2,18.107354478912526,22.266538723595573,269.8970527753819,196.71694722461814,233.30700000000002,268.6224995924017,48.402249641066746
1760745600000,206.4,210.41,205.45,210.2,32909.1,24.120346761856183,42.01310420380228,268.1822183685389,194.30978163146114,231.246,268.0411811884972,53.383569478238556
1760760000000,210.2,210.82,207.34,208.45,78662.0,21.519201488749786,33.98951616695906,265.3639166731875,192.44708332681247,228.9055,267.4482341119948,58.057512724455094
1760774400000,208.39,209.99,208.15,209.99,8379.3,24.451303155006883,43.033984423087176,262.45577686818706,191.13522313181295,226.7955,266.8765103894874,62.02258002255693
1760788800000,209.99,210.47,207.3,209.45,21727.4,22.434782608695656,36.813751243988804,258.0853595223044,190.83564047769562,224.4605,266.3051023259104,65.59223154940877
1760803200000,209.48,215.16,207.93,215.16,38771.2,26.329699372315844,48.82815423493038,253.44699934947,191.63500065053006,222.54100000000003,265.7961958351053,67.79554924670596
1760817600000,215.16,216.58,213.99,214.73,43153.7,30.160832544938515,70.45089641618522,250.64855466308776,191.60644533691223,221.1275,265.2880744835123,71.31515512305671
1760832000000,214.7,216.54,212.51,216.54,37749.5,34.45932828576976,100.0,248.02123287958256,191.82276712041738,219.92199999999997,264.8030190160146,74.1557840064452
1760846400000,216.54,217.44,214.47,214.58,18585.5,40.37761601455872,100.0,244.69559987235803,192.39440012764194,218.545,264.303287483517,73.97101027770944
1760860800000,214.58,220.27,212.17,220.27,102164.0,47.497467071935155,100.0,241.76504134651097,193.37295865348906,217.56900000000002,263.86514531950195,71.82756120065724
1760875200000,220.27,225.46,220.25,225.15,54430.3,70.46528987310276,100.0,238.6273380694383,194.9106619305617,216.769,263.47991999293976,68.3389182216215
1760889600000,225.43,225.48,222.79,223.85,30175.6,67.24695349415566,94.63298042306222,233.93890458772094,197.60209541227906,215.7705,263.08559243082095,66.92996575935491
1760904000000,223.85,225.48,223.0,223.0,12189.9,74.65488680287135,100.0,231.12857807508456,199.14242192491545,215.1355,262.6867308145939,66.86860173139078
1760918400000,223.0,226.85,218.56,226.85,80450.09999999999,81.89289501590666,100.0,229.69912775867692,200.0018722413231,214.8505,262.330146428379,63.26255774093143
1760932800000,226.85,234.32,226.85,233.55,46808.0,83.26390590541533,100.0,232.0737381386621,198.67826186133797,215.37600000000003,262.04377681217625,60.9193458703377
1760947200000,233.54,235.12,230.97,231.63,39701.700000000004,77.5237605959414,90.70342086223575,233.77002628021617,197.8709737197838,215.82049999999998,261.741152167279,58.896344866657536
1760961600000,231.65,232.54,228.85,228.85,34583.8,75.5255255255255,87.27849431243219,235.3476698845185,198.30833011548157,216.82800000000003,261.4138770213359,56.25970166397816
1760976000000,228.85,230.47,224.76,229.05,85450.59999999999,74.67633350595543,85.8824656117919,236.77427012028696,198.78872987971297,217.78149999999997,261.09184839425797,52.17374508030051
1760990400000,229.05,230.24,227.48,228.79,10093.7,75.22170057381321,85.87456325236276,237.58407224814874,200.3439277518513,218.96400000000003,260.7704369674494,48.3132276522493
