Timestamp,Tipo,Precio_Entrada,Cantidad,TP,SL,Estado,Precio_Salida,PnL
2025-11-21 23:06:23,LONG,156.49,0,158.84,154.93,TAKE_PROFIT,159.04,8.13
2025-11-21 23:06:23,SHORT,159.28,0,156.89,160.87,OPEN,0.00,0.00
2025-11-21 23:06:37,SHORT,159.28,0,156.89,160.87,TAKE_PROFIT,156.81,7.74
2025-11-21 23:06:38,LONG,156.65,0,159.00,155.09,OPEN,0.00,0.00
2025-11-21 23:06:46,LONG,156.65,0,159.00,155.09,STOP_LOSS,154.98,-5.33
2025-11-21 23:06:47,LONG,154.90,0,157.23,153.35,OPEN,0.00,0.00
2025-11-21 23:14:12,LONG,158.32,0,160.70,156.74,OPEN,0.00,0.00
2025-11-21 23:14:18,LONG,158.32,0,160.70,156.74,STOP_LOSS,156.65,-5.28
2025-11-21 23:14:19,LONG,156.41,0,158.76,154.85,OPEN,0.00,0.00
2025-11-21 23:14:28,LONG,156.41,0,158.76,154.85,STOP_LOSS,154.74,-5.34
2025-11-21 23:14:29,LONG,154.51,0,156.82,152.96,OPEN,0.00,0.00
2025-11-21 23:14:35,LONG,154.51,0,156.82,152.96,STOP_LOSS,152.76,-5.66
2025-11-21 23:14:36,LONG,152.52,0,154.80,150.99,OPEN,0.00,0.00
2025-11-21 23:14:45,LONG,152.52,0,154.80,150.99,STOP_LOSS,150.85,-5.48
2025-11-21 23:14:45,LONG,150.77,0,153.03,149.26,OPEN,0.00,0.00
2025-11-21 23:14:56,LONG,150.77,0,153.03,152.61,TAKE_PROFIT,153.07,7.65
2025-11-21 23:14:57,SHORT,153.47,0,151.17,155.01,OPEN,0.00,0.00
2025-11-21 23:22:00,SHORT,159.22,0,156.83,160.81,OPEN,0.00,0.00
2025-11-21 23:22:14,SHORT,159.22,0,156.83,157.30,TAKE_PROFIT,156.83,7.50
2025-11-21 23:22:15,LONG,156.67,0,159.02,155.11,OPEN,0.00,0.00
2025-11-21 23:39:32,SHORT,159.22,0,156.83,160.81,OPEN,0.00,0.00
2025-11-21 23:39:49,SHORT,159.22,0,156.83,157.30,TAKE_PROFIT,156.83,7.50
2025-11-21 23:39:49,LONG,156.75,0,159.10,155.18,OPEN,0.00,0.00
2025-11-21 23:39:56,LONG,156.75,0,159.10,155.18,STOP_LOSS,155.08,-5.33
2025-11-21 23:39:57,LONG,154.84,0,157.16,153.29,OPEN,0.00,0.00
2025-11-21 23:40:20,LONG,154.84,0,157.16,156.76,TAKE_PROFIT,157.23,7.71
2025-11-21 23:40:21,SHORT,157.31,0,154.95,158.88,OPEN,0.00,0.00
2025-11-21 23:44:27,SHORT,159.22,0,156.83,160.81,OPEN,0.00,0.00
2025-11-21 23:45:16,SHORT,159.22,0,147.81,151.79,STOP_LOSS,151.82,23.25
2025-11-21 23:45:27,SHORT,152.37,0,150.09,153.90,OPEN,0.00,0.00
2025-11-21 23:45:48,SHORT,152.37,0,138.96,142.77,STOP_LOSS,143.14,30.30
2025-11-21 23:45:56,SHORT,149.03,0,146.79,150.52,OPEN,0.00,0.00
2025-11-21 23:45:57,SHORT,149.03,0,146.79,150.52,STOP_LOSS,150.94,-6.41
2025-11-21 23:45:58,SHORT,150.94,0,148.68,152.45,OPEN,0.00,0.00
2025-11-21 23:46:06,SHORT,150.94,0,142.51,146.28,STOP_LOSS,146.96,13.19
2025-11-21 23:46:14,SHORT,148.87,0,146.64,150.36,OPEN,0.00,0.00
2025-11-21 23:46:38,SHORT,148.87,0,126.11,129.83,STOP_LOSS,130.88,60.43
2025-11-21 23:46:46,SHORT,133.90,0,131.90,135.24,OPEN,0.00,0.00
2025-11-21 23:46:47,SHORT,133.90,0,131.90,135.24,STOP_LOSS,135.97,-7.73
2025-11-21 23:46:48,SHORT,135.97,0,133.93,137.33,OPEN,0.00,0.00
2025-11-21 23:46:50,SHORT,135.97,0,131.47,134.86,STOP_LOSS,135.89,0.29
2025-11-21 23:46:51,SHORT,138.20,0,136.13,139.58,OPEN,0.00,0.00
2025-11-21 23:46:53,SHORT,138.20,0,136.13,139.58,STOP_LOSS,139.64,-5.18
2025-11-21 23:46:54,SHORT,140.99,0,138.87,142.40,OPEN,0.00,0.00
2025-11-21 23:47:04,SHORT,140.99,0,125.43,128.96,STOP_LOSS,129.53,40.65
2025-11-21 23:47:13,LONG,129.84,0,131.79,128.55,OPEN,0.00,0.00
2025-11-21 23:47:14,LONG,129.84,0,131.79,128.55,STOP_LOSS,128.01,-7.05
2025-11-21 23:47:15,LONG,128.09,0,130.01,126.81,OPEN,0.00,0.00
2025-11-21 23:47:23,LONG,128.09,0,147.50,144.30,STOP_LOSS,143.14,58.73
2025-11-22 00:53:01,LONG,157.01,3.1845,10,159.37,155.44,OPEN,0.00,0.00
2025-11-22 00:53:37,LONG,157.01,3.1845,10,169.00,165.07,STOP_LOSS,164.94,25.25
2025-11-22 00:53:50,SHORT,165.02,3.0300,10,162.54,166.67,OPEN,0.00,0.00
2025-11-22 00:54:13,SHORT,165.02,3.0300,10,145.72,149.84,STOP_LOSS,149.87,45.91
2025-11-22 00:54:29,SHORT,151.44,3.3017,10,149.16,152.95,OPEN,0.00,0.00
2025-11-22 00:54:40,SHORT,151.44,3.3017,10,146.37,150.16,STOP_LOSS,150.18,4.15
2025-11-22 00:54:48,LONG,149.87,3.3363,10,152.11,148.37,OPEN,0.00,0.00
2025-11-22 00:54:54,LONG,149.87,3.3363,10,152.11,148.37,STOP_LOSS,148.30,-5.24
2025-11-22 00:54:54,LONG,148.14,3.3752,10,150.36,146.66,OPEN,0.00,0.00
2025-11-22 00:54:59,LONG,148.14,3.3752,10,150.36,146.66,STOP_LOSS,146.65,-5.03
2025-11-22 00:54:59,LONG,146.41,3.4150,10,148.61,144.95,OPEN,0.00,0.00
2025-11-22 00:55:04,LONG,146.41,3.4150,10,148.61,144.95,STOP_LOSS,144.84,-5.36
2025-11-22 00:55:05,LONG,144.68,3.4558,10,146.85,143.24,OPEN,0.00,0.00
2025-11-22 00:55:26,LONG,144.68,3.4558,10,164.77,161.16,STOP_LOSS,161.09,56.70
2025-11-22 00:55:53,LONG,159.84,3.1282,10,162.23,158.24,OPEN,0.00,0.00
2025-11-22 00:56:23,LONG,159.84,3.1282,10,182.45,178.45,STOP_LOSS,178.44,58.20
2025-11-22 00:56:41,SHORT,178.28,2.8045,10,175.61,180.07,OPEN,0.00,0.00
2025-11-22 01:06:39,LONG,157.84,3.1678,10,160.20,156.26,OPEN,0.00,0.00
2025-11-22 01:07:38,LONG,157.84,3.1678,10,173.41,169.46,STOP_LOSS,169.42,36.68
2025-11-22 01:07:42,LONG,168.70,2.9638,10,171.23,167.02,OPEN,0.00,0.00
2025-11-22 01:07:48,LONG,168.70,2.9638,10,171.23,167.02,STOP_LOSS,166.16,-7.52
2025-11-22 01:07:48,LONG,164.90,3.0322,10,167.37,163.25,OPEN,0.00,0.00
2025-11-22 01:07:49,LONG,164.90,3.0322,10,167.37,163.25,STOP_LOSS,162.44,-7.46
2025-11-22 01:07:50,LONG,161.17,3.1024,10,163.59,159.56,OPEN,0.00,0.00
2025-11-22 01:07:51,LONG,161.17,3.1024,10,163.59,159.56,STOP_LOSS,158.71,-7.63
2025-11-22 01:07:51,LONG,157.68,3.1710,10,160.04,156.10,OPEN,0.00,0.00
2025-11-22 01:07:59,LONG,157.68,3.1710,10,160.04,156.10,STOP_LOSS,156.01,-5.28
2025-11-22 01:08:00,LONG,155.85,3.2081,10,158.19,154.30,OPEN,0.00,0.00
2025-11-22 01:08:09,LONG,155.85,3.2081,10,158.19,154.30,STOP_LOSS,154.19,-5.34
2025-11-22 01:08:10,LONG,153.40,3.2596,10,155.70,151.86,OPEN,0.00,0.00
2025-11-22 01:08:32,LONG,153.40,3.2596,10,155.70,151.86,STOP_LOSS,151.81,-5.17
2025-11-22 01:08:33,LONG,151.65,3.2971,10,153.93,150.13,OPEN,0.00,0.00
2025-11-22 01:08:36,LONG,151.65,3.2971,10,153.93,150.13,STOP_LOSS,149.75,-6.28
2025-11-22 01:08:37,LONG,148.56,3.3657,10,150.79,147.07,OPEN,0.00,0.00
2025-11-22 01:08:38,LONG,148.56,3.3657,10,150.79,147.07,STOP_LOSS,146.10,-8.28
2025-11-22 01:08:38,LONG,144.75,3.4542,10,146.92,143.30,OPEN,0.00,0.00
2025-11-22 01:08:39,LONG,144.75,3.4542,10,146.92,143.30,STOP_LOSS,142.85,-6.58
2025-11-22 01:08:40,LONG,142.77,3.5022,10,144.91,141.34,OPEN,0.00,0.00
2025-11-22 01:08:44,LONG,142.77,3.5022,10,144.91,141.34,STOP_LOSS,141.26,-5.28
2025-11-22 01:08:45,LONG,141.10,3.5436,10,143.22,139.69,OPEN,0.00,0.00
2025-11-22 01:08:47,LONG,141.10,3.5436,10,143.22,139.69,STOP_LOSS,139.04,-7.31
2025-11-22 01:08:47,LONG,138.96,3.5982,10,141.04,137.57,OPEN,0.00,0.00
2025-11-22 01:18:30,LONG,157.68,3.1710,10,160.04,156.10,OPEN,0.00,0.00
2025-11-22 01:18:38,LONG,157.68,3.1710,10,160.04,156.10,STOP_LOSS,156.01,-5.28
2025-11-22 01:18:48,LONG,152.21,3.2850,10,154.49,150.68,OPEN,0.00,0.00
2025-11-22 01:18:52,LONG,152.21,3.2850,10,154.49,150.68,STOP_LOSS,150.54,-5.47
2025-11-22 01:19:02,SHORT,146.34,3.4168,10,144.14,147.80,OPEN,0.00,0.00
2025-11-22 01:19:19,SHORT,146.34,3.4168,10,114.88,118.53,STOP_LOSS,118.66,94.58
2025-11-22 01:19:43,LONG,120.40,4.1528,10,122.21,119.20,OPEN,0.00,0.00
2025-11-22 01:20:06,LONG,120.40,4.1528,10,130.64,127.63,STOP_LOSS,127.54,29.64
2025-11-22 01:25:24,LONG,158.39,3.1567,10,160.77,156.81,OPEN,0.00,0.00
2025-11-22 01:25:33,LONG,158.39,3.1567,10,160.77,156.81,STOP_LOSS,156.73,-5.26
2025-11-22 01:25:43,LONG,154.35,3.2395,10,156.66,152.80,OPEN,0.00,0.00
2025-11-22 01:25:49,LONG,154.35,3.2395,10,156.66,152.80,STOP_LOSS,152.68,-5.40
2025-11-22 01:25:59,SHORT,149.51,3.3443,10,147.27,151.00,OPEN,0.00,0.00
2025-11-22 01:26:35,SHORT,149.51,3.3443,10,123.31,127.05,STOP_LOSS,127.14,74.80
2025-11-22 01:27:04,LONG,127.22,3.9302,10,129.13,125.95,OPEN,0.00,0.00
2025-11-22 01:28:06,LONG,127.22,3.9302,10,183.63,180.45,STOP_LOSS,180.44,209.16
2025-11-22 01:28:20,SHORT,180.60,2.7685,10,177.89,182.41,OPEN,0.00,0.00
2025-11-22 02:13:59,SHORT,159.03,3.1441,10,156.64,160.62,OPEN,0.00,0.00
2025-11-22 02:14:37,SHORT,159.03,3.1441,10,124.90,128.88,STOP_LOSS,128.97,94.51
2025-11-22 02:21:39,LONG,158.15,3.1615,10,160.53,156.57,OPEN,0.00,0.00
2025-11-22 02:21:47,LONG,158.15,3.1615,10,160.53,156.57,STOP_LOSS,156.49,-5.27
2025-11-22 02:21:58,LONG,152.76,3.2731,10,155.05,151.23,OPEN,0.00,0.00
2025-11-22 02:22:01,LONG,152.76,3.2731,10,155.05,151.23,STOP_LOSS,150.22,-8.31
2025-11-22 02:22:12,SHORT,137.06,3.6481,10,135.00,138.43,OPEN,0.00,0.00
2025-11-22 02:22:22,SHORT,113.66,8.7983,10,111.39,114.79,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:23,SHORT,112.39,8.8976,10,110.14,113.51,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:23,SHORT,111.99,8.9291,10,109.75,113.11,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:23,SHORT,111.99,8.9291,10,109.75,113.11,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:23,SHORT,111.91,8.9355,10,109.68,113.03,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:24,SHORT,111.91,8.9355,10,109.68,113.03,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:24,SHORT,111.75,8.9482,10,109.52,112.87,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:24,SHORT,111.75,8.9482,10,109.52,112.87,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:25,SHORT,111.60,8.9609,10,109.36,112.71,ADD_VOLUME,0.00,0.00
2025-11-22 02:22:33,SHORT,113.19,83.9305,10,99.50,102.86,STOP_LOSS,102.87,865.94
2025-11-22 02:22:49,LONG,102.87,4.8604,10,104.41,101.84,OPEN,0.00,0.00
2025-11-22 02:22:50,LONG,102.87,4.8604,10,104.41,101.84,STOP_LOSS,101.76,-5.40
2025-11-22 02:24:24,LONG,158.15,3.1615,10,160.53,156.57,OPEN,0.00,0.00
2025-11-22 02:24:30,LONG,158.15,3.1615,10,160.53,156.57,STOP_LOSS,156.49,-5.27
2025-11-22 02:25:06,LONG,158.15,3.1615,10,160.53,156.57,OPEN,0.00,0.00
2025-11-22 02:25:10,LONG,158.15,3.1615,10,162.27,158.31,STOP_LOSS,157.84,-1.00
2025-11-22 02:25:14,LONG,152.36,3.2816,10,154.65,150.84,OPEN,0.00,0.00
2025-11-22 02:25:16,LONG,152.36,3.2816,10,154.65,150.84,STOP_LOSS,150.22,-7.03
2025-11-22 02:25:19,SHORT,148.87,3.3585,10,146.64,150.36,OPEN,0.00,0.00
2025-11-22 02:25:26,SHORT,134.20,7.4515,10,131.52,135.54,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:27,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:27,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:28,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:28,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:28,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:28,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:29,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:29,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:29,SHORT,131.82,11.3790,10,129.19,133.14,ADD_VOLUME,0.00,0.00
2025-11-22 02:25:42,SHORT,132.48,113.2212,10,125.32,129.27,PANIC_BUTTON,128.89,407.27
2025-11-22 12:48:11,LONG,157.31,3.1784,10,159.67,155.74,OPEN,0.00,0.00
2025-11-22 12:48:23,LONG,157.31,3.1784,10,164.08,160.15,STOP_LOSS,160.08,8.80
2025-11-22 12:48:30,LONG,158.42,3.1562,10,160.79,156.83,OPEN,0.00,0.00
2025-11-22 12:48:37,LONG,158.42,3.1562,10,160.79,156.83,STOP_LOSS,156.76,-5.24
2025-11-22 12:48:45,SHORT,158.89,3.1468,10,156.51,160.48,OPEN,0.00,0.00
2025-11-22 12:51:00,LONG,157.63,3.1721,10,159.99,156.05,OPEN,0.00,0.00
2025-11-22 12:51:06,LONG,157.63,3.1721,10,159.99,156.05,STOP_LOSS,155.97,-5.27
2025-11-22 12:51:09,LONG,155.17,3.2222,10,157.50,153.62,OPEN,0.00,0.00
2025-11-22 12:51:15,LONG,155.17,3.2222,10,157.50,153.62,STOP_LOSS,153.51,-5.35
2025-11-22 12:51:18,SHORT,152.56,3.2773,10,150.28,154.09,OPEN,0.00,0.00
2025-11-22 12:51:31,SHORT,152.56,3.2773,10,146.27,150.09,STOP_LOSS,150.19,7.78
2025-11-22 12:51:36,SHORT,152.41,3.2807,10,150.12,153.93,OPEN,0.00,0.00
2025-11-22 12:51:38,SHORT,152.41,3.2807,10,150.12,153.93,STOP_LOSS,154.30,-6.23
2025-11-22 12:51:41,SHORT,155.81,3.2091,10,153.47,157.37,OPEN,0.00,0.00
2025-11-22 12:51:45,SHORT,155.81,3.2091,10,153.47,157.37,STOP_LOSS,157.39,-5.08
2025-11-22 12:51:48,LONG,158.65,3.1515,10,161.03,157.07,OPEN,0.00,0.00
2025-11-22 17:57:40,SHORT,159.74,3.1301,10,154.95,162.93,OPEN,0.00,0.00
2025-11-22 17:57:48,SHORT,159.74,3.1301,10,151.59,159.58,STOP_LOSS,159.98,-0.75
2025-11-22 17:57:51,SHORT,163.25,3.0628,10,160.80,164.88,OPEN,0.00,0.00
2025-11-22 17:57:53,SHORT,163.25,3.0628,10,160.80,164.88,STOP_LOSS,165.80,-7.82
2025-11-22 17:57:56,LONG,166.28,3.0069,10,168.78,164.62,OPEN,0.00,0.00
2025-11-22 18:55:11,SHORT,163.29,3.0620,10,160.84,164.92,OPEN,0.00,0.00
2025-11-22 18:55:35,SHORT,163.29,3.0620,10,160.84,164.92,STOP_LOSS,165.17,-5.75
2025-11-22 18:55:38,SHORT,165.33,3.0242,10,162.85,166.98,OPEN,0.00,0.00
2025-11-22 18:56:04,SHORT,165.33,3.0242,10,154.82,158.95,STOP_LOSS,158.96,19.26
2025-11-22 18:56:23,LONG,159.13,3.1422,10,163.90,155.94,OPEN,0.00,0.00
2025-11-22 18:56:37,LONG,159.13,3.1422,10,167.24,159.29,STOP_LOSS,159.13,0.00
2025-11-22 18:56:50,LONG,159.04,3.1438,10,163.82,155.86,OPEN,0.00,0.00
2025-11-22 18:57:07,LONG,159.04,3.1438,10,167.16,159.20,STOP_LOSS,159.13,0.26
2025-11-22 18:57:17,LONG,159.13,3.1422,10,163.90,155.94,OPEN,0.00,0.00
2025-11-22 18:57:25,LONG,159.13,3.1422,10,173.20,165.24,STOP_LOSS,165.17,18.98
2025-11-22 18:57:31,SHORT,166.07,3.0109,10,161.08,169.39,OPEN,0.00,0.00
2025-11-22 18:58:06,SHORT,166.07,3.0109,10,155.64,163.94,STOP_LOSS,164.19,5.65
19:40:53,LONG,161.31,1.3000,10,164.54,160.66,OPEN,0.00
19:54:48,LONG,161.11,1.3000,10,164.33,160.47,OPEN_EXEC,0.00
19:55:50,LONG,161.11,1.3000,10,164.33,160.47,PANIC_BUTTON,0.10
19:56:49,LONG,161.18,1.3000,10,164.40,160.54,OPEN_EXEC,0.00
19:57:54,LONG,161.18,1.3000,10,164.40,160.54,PANIC_BUTTON,-0.20
19:58:09,SHORT,160.97,1.3000,10,157.75,161.61,OPEN_EXEC,0.00
20:57:05,LONG,160.52,1.3000,10,163.73,159.88,OPEN_EXEC,0.00
21:02:28,LONG,160.52,1.3000,10,163.73,159.88,PANIC_BUTTON,0.17
